#OTU	dummy
cb42c724ec950230cff7517f3f21e920	1
cb5a87b60c8f0a1e60061e8dd95bc451	1
ccdbe81665ad54a1ec37916ed6bab783	1
cfcf96a232df5bdc9503f0a152852056	1
d30003d611c3cb171b30534578aca7e4	1
d5447b050eda094291f89386ede1b8f8	1
d7d39549f9245a56b1332479acf3d781	1
d7d63707c238f9a6812dcf2a3a1f2ec5	1
db3ccb3a638169d5f454511c3b40c819	1
dd7c6224a1b4b974ad65b487f7973ba1	1
ec56671b10687de7c1c8f165abec8f06	1
eefc3fefe030dcb79804f631330421cc	1
f6f0baba5d6775045e5b03069d1fa022	1
f8cd86f03cd372de40eef9d45e334db7	1
fcf5e103d692805326859d1ddeb4bf21	1
fe3402396467672e5551c86604887b26	1
06429c3bcf33bbe215406bb713d496ec	1
079356df7bab8582d3a8b7c0d2259a85	1
12e8eccada8699f0a5f1237312396428	1
13e479df5562e8e93d620ac363eb9644	1
1585e8ecf5a2e5be2ceea70524a1c814	1
181e90d1f7787cd64bd5cbf32d48a777	1
1d18d7d6425207e0c08c5ef65b930b2e	1
28bb2cbbb5cfdf2c30d7f91ef1d7bcd5	1
303e889970f54090f5e8b262d801f59b	1
31fe876a01422e7bf54147c0f2c6bda2	1
3b837b590332efde5ae337b1d93c7bbc	1
3bd5afbf4557625392ee52ae50395186	1
3d472b7dbbbe809917eb426be9fa1f8a	1
4689a2e5729b28f5d1d8f50b5988f59d	1
478238dd6cb878c3efa5dab48fe709be	1
49f1930b56ef7dc4ba0ebf8e9673ea4a	1
4af90e36fe7ae3e6b18a23748d8dd45b	1
4cc7cccf90990459b7d7aac5584efc98	1
4e5690f4183ff669718cd7ae74caea4e	1
52db16453b779d9b30a3cf4393d9f114	1
546f31c450f678c14fef66d691cd0f71	1
55b8d60a28264462d08f181f702f97f4	1
6215e2500edab4c9896298bc4dfbfa2d	1
63b22ae31d4380eb41f3079ec6d98f7f	1
69f4b8cae5cd993756aebcfd3600285a	1
6c6309db57984f22a50a2243eca376c9	1
6eb39a46f48bd0ee70a6a852dca72690	1
703ad9d921d5ec019c7f344da727985b	1
759a37d995afb44986982ca64069118a	1
7a1c460ce7a231f97f69c3e851c5b1fc	1
7b22a284c907395aa576fb58a16c7472	1
807a00b46f9f256e9d407ffedbc7df0a	1
8a297290fb09daa67b1f54b08e7d4e7a	1
955dfb9ef4819aa829a2f9a23be79649	1
a46dbfcb294870014c61ee1afab01dc5	1
a49bae9b9e67d19a3dc10f9e49c69a86	1
a8bdf0637c93e3f78ee95aed46214ad1	1
abae24e3d8cf52d3992d2f82e8f22add	1
ad0c44eb4ee65d364ccce8903eec2828	1
bb25360dcc35ba9dd35261cc292c6b82	1
bc9465ef770bc9b22855804a76dcccd1	1
bfbc6ea1be71f524ca69bea9b5109023	1
c522344e48e1a93cb25d0a944dfad303	1
ce39176bfe690a099dbdfa6bd02aa315	1
dd9fc0fa093abe91a2103941ef97e63b	1
e279d10016651cda0dabbd4d7d58bac1	1
e64790d8831ea7a6093987b00b7708a8	1
e759c0062319c1e12e10e9a385e8d293	1
ecfc9c1e36f6d24846ea5cffd1b59e08	1
f1d1195ce6e8935ecf19d9ed87ecf9cc	1
f451d509abd5e1185a536b2173a970fe	1
f527e30289849cd64a5bc78062131ba2	1
f7ba2ad15084e8c28acdc19409476f75	1
f862a24fdabc203c04f9f235fd63ea38	1
fcf8a54e416a0ad24e637c9584e026c6	1
0ecf88326a0b98cdd3adde5527a878ca	1
10bcc8a80eea478843bf26c787728c88	1
18cda10b5c53341ec193402913c9b86c	1
248ae3a986588bbf23ec0134717513ec	1
3a703db5b9b59e4dbc0b7eb0fba000de	1
4d0009900aead37d86f6c0a59ee97de3	1
4d9b3111a85ef8ac3ac45be7d0dbcd40	1
531bac8a673ad4cbf09b400772a3c821	1
540749c6fc7ef3bb3646d002b799b223	1
5906b37863a7a985418e910925a659ec	1
5a64df979831bee06e0654e2cc27f043	1
5ac648de770387cf1469586dd78a9679	1
5b56981266bb482e4b74c5cdd62cd76e	1
5bc4e3c8704293903a426771690d2f87	1
62ec1e9e051a2317d191b170599a5854	1
677cce2a51e6f31fc7939e613adb5294	1
6b27a5e1980a438194d10cd9ba778793	1
6f88406014e89482e4c9eedca351f4aa	1
73491b43db97da4f08a64ee905bb4deb	1
76b3c8e769bef61e620552da043a3343	1
78f149d33bd5efe477cc3a72f93639bf	1
796829fd73f670902ccac2b18d8102e9	1
7e755acc00ecd5badd9c6bc4292bd054	1
7f2b5a935ff6a85e91e58a1a1577e7cc	1
7f96725a2b9a983019ac07aaceb2d258	1
8676e1e39e8c9cea2f49eebcef7d6359	1
87e5b1f55d3513b3bcf703f46d468598	1
8b67555cc1c3112e5a3ca9463527c0f9	1
a59af5cb7f566fb42915600a2dcc4b8c	1
a605d428a8e8b0b437e46c3daeb14d0e	1
a7bf15ebba709c02d2378b44132016be	1
b323587187f6e1c04d9cf5a1ed66d993	1
bcf76542357476f1efc4c4674e19d8db	1
c6f72912817fefdcc996c4e76d6152fc	1
cc09b41db18b4a83f6d81efe6e8f50eb	1
d35142147d12f8c2e2e6d3d50d75e0a9	1
e635e128ece6b4c1b85a6f4d180c91dc	1
edb4136eb1c58a5ff03c20429095f0c3	1
f607cbf0b60fad77c349c83f2fd73ce1	1
f7a6d483305131887abd950819e5572e	1
f8c8d8b97506908cdd610ac67e80674e	1
f97fca58826d7ff487fc0db9560acb1f	1
019acc5f3387141cffd0f195058be9f7	1
0521af4071138c52824ff1332f7bd17f	1
057c748c5cd2051b742eea174526ea45	1
0645cafa18449a79091091073f6c34bd	1
0deea1f0942c45adde4ec29a1e79e56c	1
0fcdb293b7af697700fbd1b9c61a526a	1
14c0a524962b0466b41bbc0a1b17cc96	1
14ed98f4bb544d3924cf0c5c36b5738a	1
14f2dc8b1c63f37e911af9fc24e9607b	1
14f5fd526904f5e467f45a36953804fc	1
16779407c24fd834d828d8deded8146b	1
1b42c794a6dd0d94383d8007836df6ab	1
1cb50e85aaca526f390e3bb3f5bc2442	1
2819d4f0b9c416b36b386d093aa06ec2	1
320a2a41bb5f30c3e6f60c8f9765f083	1
3a0fa746d28a4eced2794736d9f184ec	1
3a374a2659d1340ad4824acb65e6f411	1
3bba69a48d1b82be4fea45130df9683b	1
3beb84b8e0a78011df31acc9e8ffabf2	1
3d0cec7f3c592f44f4aae0c627f5ce77	1
3dfe281478d897ed82259e51ad94bac1	1
42b3defb8286115dfb7015a64d07c010	1
432d5785299f460220f255c23b60c042	1
44b20fca00316ab951def1aac464e559	1
4a90442b182e59bd620f77cafb6f9c8c	1
4ba6e407711349892970fd1380f30d4c	1
4e1f0ab74556a585fa3e3472d1572806	1
54c665c69875c4c0c292e1988c216c45	1
62c06ca62bbc1a5cd4f70362baab173d	1
62db216e7a4363e26ba6179472d03f7a	1
6de915879721a0950858f260408f69dd	1
6fcc82576dd89b14e5f3b56a90cbacf9	1
726298ad0edf72752b7b64910a0591fd	1
7fe77eb5a5a764bbdf4809563cc533db	1
80ba25be0b933f6c9b7f339f9a06e5e6	1
8253e31c5cd56f6040ee172327726f69	1
85138067d742c6168b7a27710081a216	1
8773f6dafc563b41dcf36903f84519d5	1
88f1ffd1f7a364400d97e0b5a9181a1a	1
8c1f75adcd79d10b00be5045072f576b	1
8d5101c114894742cddadebf018d6f63	1
91ef274ec624b54eb6975690623063f0	1
99485bfed980944dadf1ca198bc4ad51	1
9a93578780255445da5e7fd7645ae1ce	1
a8b6701383937db10589c7033b331bed	1
a98bf38ac4b9eb40d8b04ab41ae169d0	1
aa1b2290625cb807781625d8cc561125	1
aa41440508c3a7d91b4daf14910d1016	1
ab7aedf2ef51264a4c188abe26643044	1
ab8b22d72d68b61e57d78d4f10de001a	1
b141176b747d0e6288ba6375d2ce5265	1
bb349e147b1b6a045df139f833b9ce31	1
bcea1a5bcf7647a01ebe1bd968f1dcfe	1
c031277f8c208ac2f2f67000042d3a86	1
c22a78f94f77a9c2280d4629d50f1a04	1
c9ee13b0795e7b22bd1b5a529826eff3	1
ca6ede3c216b7b401473ba34d8e13b45	1
cea315cb22a729dadc7c53a47b8c2ebd	1
cf093e55e162a04b0a18a19ba3d8c785	1
d28af343923fc9e1fdd0c1e3edf9494b	1
d9f667269f41f59a3e7f96daec223d5c	1
e0066116bade029e912f5c232f75bb22	1
e565361a3ce8a1f5e43f10b561da82fb	1
e5e73674a818dc2d9225ec049dbb8f4b	1
e9318b7b20a708a1d23e70ebd7b0eebf	1
ebe11dabecd53e20600923ad5e29780b	1
efc10be6349ef0ea3de0f212335a324a	1
f1d654217de0ea8f30e83ba71cf09541	1
f26b305d5fd1025d70615be07e4e4219	1
f766e5faed9a45ea5bd91543c37fd2bc	1
fd1340d3cc9922f20353079f219cbddb	1
fe2e316aacf3ec46fce0a9af5d144ec0	1
050da56b0915142eaf48eeb074fa7996	1
0c3fdcdfc4fe2dfbb43242f64b42ad16	1
103d9f67b211965b564237dc0e16fcd8	1
1784059ce72a25d53558fc30c728d60f	1
1a79251b18a6df469ddccad2167f6bd8	1
1bc5eb1e25f38ddb6b349e0175d036c1	1
2c574662d10f5b34e3b31cdbb9839ba2	1
2d2e58550e6db431a478c5062e57d8ae	1
343c00965d549827b950e09477c421d0	1
349fbb91b8e89fd91996c10ea7b5049a	1
3c1fd87c850714c88ee3d61a97877c73	1
40c8ba00361a7b6ffa02ad28c652d61b	1
4a8b31ec62673d67371acd76b372dcae	1
50c579c95dd2082311fca0b0445a56f5	1
527ebab6c09002808a49f59828be65bb	1
58e5fec8de83853bba696cfbc722237d	1
65d30ad57618b9b8f8128ce9bee305aa	1
662034096b55f34a2112b62d80a7805e	1
66299d54f07127709ec61777905afb52	1
67247e1c3b2696128b61f15fa08c8d0f	1
68504467aed24d942ee22fa544356f18	1
6d050a99a040a2584f1abde399db2cfe	1
70d90c863c52277290255ab14ff9e263	1
799bb444956ee9be4226a23fbc51b65e	1
7ed3d389f4fc84eb86051227087523ab	1
809c072a8134a7397fd16471cde8b415	1
85e401342f2fdf7d987c1ad57ca3b983	1
85e87d11d8c3c5fef9a541fb5ef5e4f3	1
870601fdece10d43ae30555c6c9b3709	1
8a46d7e004e8b43a48bb642b29e3043a	1
900371557d765aa212433eb44ab245a1	1
90988c41e73f400384d38e44f21b479e	1
936845304a7d5743c3b282208d4e1507	1
958ac631c0c4c11749b654056b6c1b2b	1
9ae59d32689b66286a501faee693f315	1
9bc994e58b48feaef65f56d85a42c660	1
a0f6e6f7f88b48f43be65d988c6301b7	1
a689641b9c7a8452f50cd52733e1cb8b	1
a8ea3b851d2843d532ef2868ac83580c	1
afa49969fa24fa4edc19f495ed9e93ff	1
b15a70d812ab45c344648c2f6e5ea253	1
b73f50f47eda0b00c711ccfb4fb432e5	1
bcfa9caeb61dbc47e2831c8876d454e8	1
c60a2ad94aed1624d0eedd267b253161	1
ca56fbef8c7bae23b9fffc2634a490fe	1
cebb9729f2ddc02e13944b74bb2b2062	1
d7d04c0a5ea0a5f748ed957cc59ad467	1
db8291139d245cd0cf94600b99d14939	1
dce8f55fe15f4e2e2f3299963fa3005d	1
e19749cf0e2c589208173339ae158c15	1
e51c311a824cf2d0c4e4285e08bdd358	1
e539c699a9589ed45f7d04f15ce409b8	1
ec3a80b1eb9e7cbd24feac1cf0fae065	1
f37a63fd33ed98e7eeac8a9112d0b39d	1
f45e2011ebad601b7c996218b5180745	1
fb1f42d6c684c857506fe27586ef1345	1
01955b90808ae43e6f5287704fd9047f	1
051dfbc5bbc06487f3c7441237975d4b	1
055da48b1b8fea43859eb39d1c421e72	1
0590f7b4bfb2af4ec3b2faa2ba25610a	1
08073c36cdd158ee3daeadc59ef8b779	1
0ec9f1520ce915527ca724ef3c2f677c	1
0fcf25fdb201b1423f5b96e7829de0e7	1
1908837f0b76d02a34b1756d0f35fd71	1
192e6760f106f92a4160be650f2ff3ab	1
1d9fa262cdfe6f307aed4d34d8089c92	1
25ad1976b835997537e3960fb9deefbf	1
2e8c3ba6c3c5f72adbb45828e5ab18c7	1
34ba4f7dce8af9cea225f8db4b81a744	1
3a230aab153e06bb3072581a4da24baa	1
3b48723383d0c34d33d64a6d6ad8cb65	1
4261fbc1e88028caea56341bd8d25450	1
437a32718599a7c6a992f44b23c25d90	1
438ef58af72cb79f6a9220a0b79e976b	1
450e4751096919aef797b16c81a1fb1e	1
4b4ad30424b802bef42c46425bd40c13	1
5053d26b6e107da761747999553e8c6b	1
54444590383c6b25be49f2bbbc2c23a5	1
57cc67c936af3fb9cc345d90d95a64a3	1
59d12dbe3fd62d60eff9d1b302223025	1
5c7f832a4224c7df613e8cfb1eb151a0	1
5d30506f9c8f9fd2c9611148ee85111e	1
640d295b9760573b63dd01f15c6b56d1	1
64fb8d0b80625ab48f9bb27557be3e1f	1
65e81d253bac91622b86dea9d27b7437	1
70b0d1ff179054cbb90f5afb7f33c7ec	1
755ec2c4c823d3dae9db31c2e004875e	1
79fa5edf0f6123d3ea5c2c69b897fac1	1
7aac64e1f8228950cb15cffd36389e33	1
7dc8b65798a64ca797265973b6f1af03	1
831b6d90ca2a0445061c0f73da0edd10	1
8443eba40f468226ed03be3f9721b2d0	1
87e5425462063a7de40774fd88f7e1be	1
898b7023d1fe1d8b122d3c9f237571f2	1
9550b6dace3f6903861134c5af63aeab	1
978df387b90cc6809a55f86bdc6ee12b	1
97ba51cf4fa233b9d431f0b5879ac240	1
9864b7064068c02f31b9b1fbe33fb31d	1
992e72cfc9042e6bee964709f0efe3df	1
9ba36e03d31f85c4218578b63e05f151	1
9f1c6960cf389979a1b143fd4b604a08	1
a75faed3a56092d4623213121af27072	1
ab0c2d3b222a964841b0286b8ae31e72	1
aff3897fa18906e4264c1ada90530161	1
b0af2d30d6f9ebe55e73a72bf8e3afe8	1
b183579bad70cc1e21d11ca1049fbad2	1
b336cfb8ff433731496d22b0b0456065	1
b6af6d7220e0bb7c8e5a64fcb0d25946	1
b7259f8c6b0bdb0b6dd75800f8e31704	1
bf65971514f30111ba09547d6fc09cd7	1
c0c307466c3a79d9a53f392002291ee2	1
c5f168b60d40882de673c6b1a3c95ccc	1
cf8333b1b3eafe336964d3a4556fe713	1
d311e98d5be2d5ddba642a670059ea2b	1
d58881644284d63391020f77ac290e9f	1
da35f69a8d578990784a7ebcf6e43851	1
da5524df3d242bbae5a31574d61091ac	1
e037fe715f83cff7fa385e5ab33e272f	1
e580de9ac327b859f4c9c169f3bd94b4	1
ec09759d7e33aeddd9ac3cd2f07e45dd	1
f9f6f72633cff889f67cbfa6d1983f15	1
0182a88ac4810ac55690b808f371cc65	1
0d91c5a1f756f5e13a32d818129c3311	1
12c2048462f5cf9462f9497d2c126020	1
2b02cb58c25b3af9958f95006f0c3e6b	1
4423bb5fbc4b6dc9ba36a01dc8d7ff32	1
5092eb0c2201915126c17fe1b7ba73f9	1
5ba53eec2179009b77812ef23bb28cb6	1
5cb2eee9f9134a3ef30223c04dcba62d	1
61ac6e0002be0b6b6cceb0958316c327	1
71651e9df5b8d69256a6f7cc4962fd07	1
8b602825c4dddcef8f5a73e85d59f2a0	1
a18e6115d1897054e53af8e31382adc5	1
ae2e2259c22ecd75cdd86a5731ab41f1	1
b6af70bda0946156beefb76af5e0ba5d	1
bdbef59716b91b1d08772d28281a554a	1
ec96e614569dd15402bd6a5be77ca04e	1
fca9557dee5045b488656b6228b94fd6	1
089c76096cf25d6567a7705fcced6083	1
2df6bb37f069a7b0fce22d91c8f26299	1
d424b739d0f234abaecf2860771b25b5	1
1d033fea10c5623a9a2f7a109d65b8a3	1
236bcc8cfc4d450d4d98d969dc5754e2	1
242f79a264aa76164d17ec34f62f7f64	1
34ce7f048e37b412c528020f1bd4542b	1
60f3dbfc839aa0491a97ec91cbb4c2f7	1
6184386ef4245b2fad03c57f247b89a7	1
75376f5d13a9aa55a95de89ef589745f	1
9c9bb59ef4df2a4d0bf300871f856c17	1
ab0800cced00120fc269a5f7019c736e	1
af7965308173372defcec41f5b3005a9	1
d421ce1147c170a9419022739cbf01a1	1
f02790601bf31693b26af8b5643f1c8a	1
0d327e8b7b443f3af2e5849705644d52	1
1a45ad777fd67d80119bdad1466f8eac	1
5f10eaa1cfbf5569a91468d9383d2262	1
b1ebb4ac766bc6c9f66c24bdd4b0d53d	1
b79fa66ef0d1ac20ace965f070b19fe1	1
cc9ca8560f418ae98102643e21e62c6a	1
f8624461cd8d1610b891c11831ae5502	1
ff3c6f8989168e962210de790eb576f5	1
03452c4bb15c6d7b801ee9e1168c5bec	1
100ad92464ad534d76ec29dd51a2cec4	1
1cae7bede18d720d2305499b8f448e71	1
57a928d1871f6506aec61f0421de9a9f	1
68217c05336d8432858e67340651bbdf	1
72be2a9fa6429fae74f5bb36fc937f35	1
76a8b1d10b00e7ee7b72d4a1592fc125	1
a250f704ada3a76a6f801a20239e30fc	1
c3a76247e3bbbb8f045463234a1e5b24	1
dafa90bdfed7c6235ba2dea3bb11a531	1
dd68f38f29f54f6e95af4247cea5d85b	1
70abe1408405a427e32158403650d7de	1
c6f86493f387f39f73bcf31d03034f6e	1
2c2bbeef51d0447cd01850ab01932c88	1
572fee6030a04526df4e42cde36ef268	1
d9f67fc69d4a9751ba409cf7dd7ea9b9	1
ef94ab6b7be3d28b3206045bbf165e33	1
00218370593f47d711d311e62b2f3533	1
475e9e2e92d188f243896c8be4b4f161	1
e046893170fc7d0476a3d7fa07c15345	1
0073add240493276d1e074bcf91ece7f	1
a15ac6750d7e4d0c334966fd96e67ed9	1
32ff8bc25ff207a9e930b073a0f9f639	1
e08c0bb3e506f574d3a1a2abe0689957	1
f3708c61d21b33726bb11be652e291e9	1
fa147efbdc342340b2280340b6538fda	1
fc96556c2b564ee5f33f28c9f3c1945a	1
fd5281694ec7cf5c428fc2a4f4bb175f	1
19fa5afe0b7e50f2d4ceeab082285afe	1
57e215c02b242c4dfa431ef8c70281dc	1
6ca6ec6cb2f90210e6ffdc887c8c68a3	1
7bbd7eec9f4241683c5945c051ef370e	1
887f1676177383e02cfc2e58dbf93beb	1
fdcb6f98a664ad761825daa231629f35	1
966fbce6095ed4e94ca43de685990ac9	1
a8b913b911ad2daeeee784022d4577cf	1
b46031913466b56b735b0ff74524d751	1
70e34dad89b94df96d0b1ec9ce95ef82	1
7b35d2c0f523ab3f83746e97d41ab112	1
afc24cf982fb1ae547d25f1b0ebe15c4	1
b9c62c93709a052b5ce854f65f05a6b3	1
cabbbe884493926e9334bc05ae1e3f45	1
f14a483f57f7bc98369e7b2566fe6ddf	1
4729a110aae67be6ddc182e3d2928e2f	1
7c53a66710f7cc1e9832d3bb101bd365	1
db20e5da5f5ca9a7da6aa4568d9edd4d	1
a4b384b3e25e6fcb340273b95c042edd	1
39cbfd7db81eef85436197a1a1be5da3	1
4f83392bb214585e87594a659d8a28c8	1
69099cb548b72b53a244b21b17cab956	1
8ba58fb2a085756204f5ecc1e4f2202e	1
9229849a29b1490fd211d5594b00eef7	1
dc3e079a5e29fc49dd15c8fb6d46e2f1	1
e5cca90c42c16817d442758093058459	1
f3282293b94fd93f6104d0a216699345	1
f96849a6eaff10e9231e55f7e142a3c8	1
9886ad0b6ae3573f9a97bd756a2fd8bc	1
b175a2a7e4c02e2062c560c4409a7687	1
c7c4d9a4df8b5ff5b6923ed925cb897b	1
dd9c97082b666496d92339bfc4075ca8	1
8b29ede01c23754daa19064ebd768e52	1
060be584b96d1f97937ec0e5d458116a	1
4fb437572eb9450df35b2e2fbdcc5df3	1
31b0b9ad8f5950f8e8956066e5b93fa8	1
4b3a4e5edd76e9a27c6ea060b61ef8e7	1
310761f61a65e8b0b851b900a0ae74c3	1
ef8413738f5e3f824ed638294c468f83	1
0b85c6257dd73b9a0c36f9ed653998cf	1
2df38c662020b9100e89741395a49613	1
7e17dcb708794499b3100d30a6e73d8c	1
daff88b2eb79aa79ed14c0f64adbf645	1
a2616416138e474a2253380af19e8952	1
5a95a87f3e2ff900cd5f6e8a9f122496	1
63f3909130276f32f11446b8f887cfd3	1
8bd683e74ef24999649e3a99101f3421	1
8fd63009fdf8cb3f9d26798d57ad1e47	1
4ca870cc9b2b0ef92c8230d5e35336d9	1
f35c4210dee714a68d5f9474e25facd9	1
0096983b15064966265a72d5be62d75a	1
f2d2e94f0e6ab6b7eef1d0d634486df9	1
6e160de25205ede029a38bdabba0d2b5	1
caa376c967a23f0fa3d32771bf123b30	1
b82c28b3fd4daf3304b3ed675a68ac37	1
e81e1a3a082d27b876c609c2cda78af1	1
a6fb9d7d03878fc52d27e1f339ff1b3f	1
ea499961f25f202c4291398a7c334fb2	1
68ee173ee1e0e18ab0a1fce21a734078	1
